learner_id,step,skill,item_id,difficulty,label,hidden_prob,bkt_pred,elo_pred
L051,18,number_sense,NX003,3.0,1,0.5213,0.1501,0.5312
L051,19,number_sense,NX005,4.0,1,0.5483,0.5097,0.4971
L051,20,subtraction,SX008,7.0,1,0.5996,0.5505,0.3667
L051,21,counting,CX010,6.0,0,0.4925,0.7429,0.436
L051,22,counting,CX008,5.0,0,0.4916,0.3535,0.471
L051,23,counting,CX004,3.0,1,0.6422,0.1763,0.5552
L052,0,subtraction,SX008,7.0,1,0.4116,0.35,0.3666
L052,1,number_sense,NX001,2.0,0,0.3656,0.35,0.6337
L052,2,word_problem,WX003,4.0,1,0.3944,0.35,0.5144
L052,3,addition,A001,3.0,0,0.1862,0.35,0.5808
L052,4,counting,C001,1.0,1,0.6325,0.35,0.6567
L052,5,number_sense,NX007,5.0,1,0.2546,0.1755,0.4726
L052,6,addition,AX001,2.0,0,0.2468,0.1755,0.6382
L052,7,addition,AX003,3.0,0,0.1788,0.1428,0.569
L052,8,addition,AX006,5.0,0,0.1133,0.138,0.4493
L052,9,addition,AX007,5.0,0,0.1787,0.1373,0.434
L052,10,addition,A003,8.0,0,0.0706,0.1372,0.2829
L052,11,addition,A001,3.0,0,0.27,0.1372,0.5096
L052,12,addition,AX006,5.0,0,0.1788,0.1372,0.3929
L052,13,addition,AX002,3.0,1,0.2756,0.1372,0.4784
L052,14,addition,AX001,2.0,0,0.375,0.4871,0.5466
L052,15,addition,AX003,3.0,0,0.3205,0.2134,0.4775
L052,16,addition,AX001,2.0,0,0.3449,0.1489,0.5114
L052,17,addition,AX001,2.0,0,0.3723,0.1388,0.4937
L052,18,addition,AX007,5.0,0,0.3047,0.1374,0.3323
L052,19,addition,A003,8.0,0,0.2021,0.1372,0.2062
L052,20,addition,AX003,3.0,1,0.4186,0.1372,0.4087
L052,21,addition,AX003,3.0,1,0.4216,0.4871,0.4286
L052,22,number_sense,NX010,7.0,0,0.2521,0.5505,0.2661
L052,23,number_sense,NX004,4.0,0,0.3266,0.2368,0.3901
L053,0,number_sense,NX009,6.0,0,0.3112,0.35,0.4145
L053,1,number_sense,NX007,5.0,0,0.3234,0.1755,0.4499
L053,2,counting,CX010,6.0,1,0.5178,0.35,0.3858
L053,3,word_problem,WX009,7.0,0,0.2835,0.35,0.3586
L053,4,subtraction,SX007,6.0,1,0.1853,0.35,0.3942
L053,5,number_sense,NX003,3.0,0,0.4312,0.1428,0.5643
L053,6,number_sense,NX006,5.0,1,0.38,0.138,0.4447
L053,7,word_problem,WX005,5.0,0,0.3789,0.1755,0.4637
L053,8,word_problem,WX010,8.0,1,0.3346,0.1428,0.307
L053,9,addition,AX006,5.0,0,0.2761,0.35,0.4716
L053,10,addition,AX006,5.0,1,0.2461,0.1755,0.4554
L053,11,number_sense,NX008,6.0,0,0.4074,0.4885,0.4243
L053,12,number_sense,NX001,2.0,1,0.5384,0.2139,0.6087
L053,13,word_problem,WX008,7.0,0,0.4138,0.497,0.3749
L053,14,word_problem,WX010,8.0,0,0.3946,0.2167,0.3177
L053,15,word_problem,W001,6.0,0,0.4335,0.1494,0.4
L053,16,word_problem,W002,8.0,1,0.3772,0.1389,0.2966
L053,17,word_problem,WX009,7.0,0,0.4675,0.4901,0.3624
L053,18,word_problem,WX004,5.0,0,0.5621,0.2144,0.4472
L053,19,word_problem,W001,6.0,0,0.5092,0.149,0.3833
L053,20,word_problem,W002,8.0,0,0.5023,0.1388,0.2827
L053,21,word_problem,WX003,4.0,1,0.6628,0.1374,0.459
L053,22,word_problem,WX007,6.0,1,0.6316,0.4874,0.3793
L053,23,addition,AX004,4.0,0,0.3695,0.5505,0.499
L054,0,addition,AX003,3.0,0,0.3547,0.35,0.5644
L054,1,word_problem,W001,6.0,1,0.335,0.35,0.3957
L054,2,number_sense,NX002,3.0,0,0.4062,0.35,0.5658
L054,3,number_sense,NX001,2.0,1,0.46,0.1755,0.5958
L054,4,counting,CX009,5.0,0,0.5397,0.35,0.4599
L054,5,counting,CX010,6.0,0,0.5053,0.1755,0.3951
L054,6,counting,CX006,4.0,1,0.5931,0.1428,0.4807
L054,7,addition,AX004,4.0,1,0.2926,0.1755,0.4986
L054,8,subtraction,SX007,6.0,1,0.5767,0.35,0.416
L054,9,counting,CX007,4.0,1,0.6394,0.497,0.536
L054,10,number_sense,N001,3.0,0,0.4833,0.5505,0.6011
L054,11,number_sense,NX007,5.0,0,0.4867,0.2368,0.481
L054,12,number_sense,NX008,6.0,0,0.436,0.1529,0.4148
L054,13,number_sense,NX010,7.0,1,0.4129,0.1394,0.3537
L054,14,number_sense,N002,7.0,0,0.4373,0.491,0.3744
L054,15,number_sense,NX006,5.0,1,0.5694,0.2147,0.4595
L054,16,addition,AX004,4.0,0,0.3989,0.5505,0.5284
L054,17,addition,A003,8.0,0,0.2707,0.2368,0.3176
L054,18,addition,A003,8.0,0,0.2887,0.1529,0.3081
L054,19,addition,AX005,4.0,1,0.4285,0.1394,0.4886
L054,20,addition,AX004,4.0,1,0.4716,0.491,0.5063
L054,21,number_sense,NX002,3.0,0,0.6718,0.6054,0.5732
L054,22,number_sense,NX009,6.0,1,0.5686,0.2616,0.404
L054,23,number_sense,N002,7.0,0,0.5742,0.6608,0.3757
L055,0,number_sense,NX008,6.0,1,0.5548,0.35,0.4145
L055,1,subtraction,SX006,6.0,0,0.4701,0.35,0.4343
L055,2,word_problem,WX005,5.0,0,0.0943,0.35,0.4693
L055,3,subtraction,SX003,4.0,0,0.5636,0.1755,0.5034
L055,4,word_problem,W002,8.0,0,0.05,0.1755,0.297
L055,5,subtraction,SX001,3.0,1,0.6342,0.1428,0.5261
L055,6,word_problem,WX008,7.0,0,0.0961,0.1428,0.3462
L055,7,word_problem,WX002,4.0,0,0.1414,0.138,0.4802
L055,8,word_problem,W001,6.0,1,0.1272,0.1373,0.3662
L055,9,counting,C001,1.0,1,0.5499,0.35,0.6333
L055,10,addition,AX003,3.0,1,0.4416,0.35,0.5484
L055,11,word_problem,WX005,5.0,0,0.228,0.4872,0.4634
L055,12,word_problem,WX007,6.0,0,0.1848,0.2134,0.3984
L055,13,word_problem,WX003,4.0,0,0.3103,0.1489,0.484
L055,14,word_problem,WX002,4.0,0,0.274,0.1388,0.4673
L055,15,word_problem,WX006,6.0,0,0.1952,0.1374,0.3547
L055,16,word_problem,WX006,6.0,0,0.2112,0.1372,0.3436
L055,17,word_problem,WX004,5.0,0,0.2978,0.1372,0.3791
L055,18,word_problem,WX001,3.0,0,0.3843,0.1372,0.4643
L055,19,word_problem,WX010,8.0,0,0.1693,0.1372,0.2289
L055,20,word_problem,WX001,3.0,0,0.3439,0.1372,0.4406
L055,21,word_problem,WX004,5.0,0,0.34,0.1372,0.3313
L055,22,word_problem,WX009,7.0,1,0.2725,0.1372,0.2403
L055,23,word_problem,WX009,7.0,1,0.2763,0.4871,0.2599
L056,0,counting,CX008,5.0,0,0.1102,0.35,0.4641
L056,1,subtraction,SX007,6.0,0,0.0759,0.35,0.399
L056,2,word_problem,W001,6.0,0,0.1937,0.35,0.3859
L056,3,subtraction,SX005,5.0,0,0.0693,0.1755,0.4215
L056,4,word_problem,WX003,4.0,0,0.2136,0.1755,0.4568
L056,5,subtraction,SX006,6.0,0,0.0847,0.1428,0.3454
L056,6,subtraction,S003,9.0,0,0.05,0.138,0.2156
L056,7,subtraction,SX008,7.0,0,0.05,0.1373,0.2853
L056,8,subtraction,SX002,4.0,0,0.2058,0.1372,0.4126
L056,9,subtraction,SX004,5.0,0,0.1509,0.1372,0.3517
L056,10,subtraction,S001,4.0,1,0.2224,0.1372,0.3873
L056,11,word_problem,W002,8.0,0,0.112,0.1428,0.235
L056,12,word_problem,WX007,6.0,0,0.2213,0.138,0.308
L056,13,word_problem,WX003,4.0,0,0.2462,0.1373,0.3895
L056,14,word_problem,WX006,6.0,0,0.2424,0.1372,0.2878
L056,15,word_problem,WX003,4.0,0,0.2621,0.1372,0.3675
L056,16,word_problem,WX007,6.0,0,0.1939,0.1372,0.2696
L056,17,word_problem,W002,8.0,0,0.1923,0.1372,0.1921
L056,18,word_problem,WX007,6.0,0,0.2731,0.1372,0.2573
L056,19,word_problem,WX010,8.0,0,0.1835,0.1372,0.1826
L056,20,word_problem,WX006,6.0,0,0.2897,0.1372,0.2458
L056,21,word_problem,WX006,6.0,0,0.2926,0.1372,0.2396
L056,22,word_problem,W001,6.0,1,0.2866,0.1372,0.2336
L056,23,counting,CX005,3.0,0,0.2379,0.1755,0.3828
L057,0,counting,CX010,6.0,1,0.4577,0.35,0.4145
L057,1,counting,CX005,3.0,0,0.61,0.7429,0.5842
L057,2,counting,CX007,4.0,1,0.6057,0.3535,0.5144
L057,3,addition,AX001,2.0,1,0.386,0.35,0.629
L057,4,number_sense,NX006,5.0,0,0.2169,0.35,0.4937
L057,5,number_sense,NX002,3.0,1,0.3078,0.1755,0.5767
L057,6,subtraction,SX001,3.0,0,0.7301,0.35,0.5909
L057,7,subtraction,SX003,4.0,1,0.6507,0.1755,0.5212
L057,8,word_problem,W002,8.0,0,0.279,0.35,0.3419
L057,9,word_problem,WX008,7.0,0,0.2704,0.1755,0.3774
L057,10,word_problem,W001,6.0,1,0.3827,0.1428,0.413
L057,11,word_problem,WX004,5.0,0,0.4493,0.497,0.4828
L057,12,word_problem,WX008,7.0,0,0.4194,0.2167,0.3685
L057,13,word_problem,WX007,6.0,1,0.4173,0.1494,0.4042
L057,14,word_problem,WX008,7.0,0,0.4302,0.5085,0.3759
L057,15,word_problem,WX005,5.0,0,0.5382,0.2208,0.4611
L057,16,word_problem,WX007,6.0,0,0.5027,0.1501,0.3962
L057,17,word_problem,WX001,3.0,1,0.6265,0.139,0.5321
L057,18,word_problem,WX007,6.0,0,0.5817,0.4903,0.3986
L057,19,word_problem,W001,6.0,1,0.6088,0.2145,0.3855
L057,20,number_sense,N002,7.0,0,0.184,0.5505,0.3582
L057,21,number_sense,NX003,3.0,1,0.3229,0.2368,0.5432
L057,22,subtraction,SX002,4.0,1,0.736,0.5505,0.5088
L057,23,word_problem,WX004,5.0,1,0.6646,0.6052,0.4754
L058,0,word_problem,WX001,3.0,0,0.4388,0.35,0.5644
L058,1,counting,CX010,6.0,1,0.2581,0.35,0.3957
L058,2,subtraction,SX004,5.0,0,0.276,0.35,0.4655
L058,3,number_sense,NX006,5.0,1,0.5358,0.35,0.4495
L058,4,subtraction,S003,9.0,0,0.21,0.1755,0.2824
L058,5,subtraction,SX006,6.0,0,0.2881,0.1428,0.4092
L058,6,subtraction,SX005,5.0,0,0.3144,0.138,0.4447
L058,7,subtraction,SX007,6.0,1,0.2692,0.1373,0.381
L058,8,word_problem,WX001,3.0,0,0.3752,0.1755,0.551
L058,9,word_problem,WX006,6.0,1,0.3426,0.1428,0.3833
L058,10,addition,AX009,6.0,0,0.2308,0.35,0.4036
L058,11,addition,AX006,5.0,0,0.2936,0.1755,0.4391
L058,12,addition,AX003,3.0,1,0.3306,0.1428,0.5244
L058,13,subtraction,SX008,7.0,1,0.3674,0.4872,0.3446
L058,14,addition,AX007,5.0,0,0.371,0.497,0.4628
L058,15,addition,AX002,3.0,0,0.4275,0.2167,0.5473
L058,16,addition,AX005,4.0,0,0.436,0.1494,0.4782
L058,17,addition,A002,5.0,1,0.3795,0.1389,0.4122
L058,18,addition,AX008,6.0,0,0.4506,0.4901,0.3834
L058,19,addition,AX008,6.0,1,0.4487,0.2144,0.371
L058,20,word_problem,WX009,7.0,0,0.3494,0.497,0.3447
L058,21,word_problem,W002,8.0,0,0.2818,0.2167,0.2908
L058,22,word_problem,WX004,5.0,1,0.4158,0.1494,0.4189
L058,23,word_problem,WX003,4.0,1,0.5339,0.5085,0.4886
L059,0,subtraction,SX004,5.0,0,0.4821,0.35,0.4641
L059,1,number_sense,NX010,7.0,1,0.4374,0.35,0.3518
L059,2,counting,CX002,2.0,1,0.671,0.35,0.6192
L059,3,counting,CX006,4.0,1,0.6915,0.7429,0.5339
L059,4,subtraction,SX006,6.0,1,0.5049,0.1755,0.4494
L059,5,addition,AX002,3.0,1,0.7027,0.35,0.6172
L059,6,word_problem,WX005,5.0,1,0.3573,0.35,0.5318
L059,7,subtraction,SX002,4.0,1,0.6092,0.5505,0.5972
L059,8,number_sense,NX007,5.0,1,0.6157,0.7429,0.5616
L059,9,addition,AX008,6.0,0,0.6368,0.7429,0.5267
L059,10,addition,AX005,4.0,0,0.7256,0.3535,0.6076
L059,11,addition,AX002,3.0,1,0.7771,0.1763,0.6352
L059,12,addition,AX009,6.0,1,0.7314,0.5517,0.5002
L059,13,word_problem,WX006,6.0,0,0.408,0.7429,0.5174
L059,14,word_problem,WX008,7.0,0,0.3674,0.3535,0.4493
L059,15,word_problem,WX007,6.0,1,0.4023,0.1763,0.484
L059,16,word_problem,WX007,6.0,1,0.4557,0.5517,0.5018
L059,17,subtraction,SX002,4.0,1,0.663,0.8648,0.6175
L059,18,addition,AX002,3.0,1,0.8541,0.8654,0.6756
L059,19,word_problem,WX001,3.0,1,0.6301,0.8654,0.6853
L059,20,counting,C001,1.0,1,0.8676,0.9372,0.7729
L059,21,number_sense,NX006,5.0,0,0.6326,0.9372,0.6107
L059,22,number_sense,NX003,3.0,0,0.7363,0.6929,0.6833
L059,23,number_sense,NX007,5.0,1,0.6585,0.3136,0.5674
L060,0,subtraction,SX001,3.0,1,0.5533,0.35,0.5644
L060,1,number_sense,NX007,5.0,0,0.318,0.35,0.4791
L060,2,addition,AX002,3.0,0,0.2398,0.35,0.5629
L060,3,addition,AX004,4.0,1,0.178,0.1755,0.4934
L060,4,number_sense,NX003,3.0,0,0.3457,0.1755,0.561
L060,5,number_sense,NX006,5.0,0,0.2986,0.1428,0.4415
L060,6,number_sense,NX002,3.0,1,0.3825,0.138,0.5267
L060,7,counting,CX007,4.0,0,0.3931,0.35,0.4927
L060,8,counting,CX003,2.0,0,0.4929,0.1755,0.5758
L060,9,counting,CX010,6.0,1,0.342,0.1428,0.359
L060,10,word_problem,W001,6.0,0,0.2583,0.35,0.3796
L060,11,word_problem,WX003,4.0,0,0.3617,0.1755,0.4649
L060,12,word_problem,WX004,5.0,0,0.3109,0.1428,0.3997
L060,13,word_problem,WX004,5.0,0,0.2903,0.138,0.3866
L060,14,word_problem,WX001,3.0,0,0.3683,0.1373,0.472
L060,15,word_problem,W002,8.0,1,0.2423,0.1372,0.2342
L060,16,word_problem,WX003,4.0,0,0.4642,0.4871,0.4321
L060,17,word_problem,W002,8.0,0,0.3468,0.2134,0.2426
L060,18,word_problem,WX005,5.0,1,0.4455,0.1489,0.3618
L060,19,number_sense,NX010,7.0,1,0.3564,0.4885,0.2926
L060,20,counting,CX010,6.0,0,0.463,0.497,0.3582
L060,21,counting,CX002,2.0,0,0.5892,0.2167,0.5432
L060,22,counting,CX003,2.0,1,0.6362,0.1494,0.5245
L060,23,word_problem,WX010,8.0,0,0.3422,0.5076,0.2602
L061,0,number_sense,N002,7.0,0,0.1209,0.35,0.3666
L061,1,counting,CX001,1.0,0,0.5361,0.35,0.6482
L061,2,subtraction,SX001,3.0,1,0.2099,0.35,0.5297
L061,3,subtraction,SX009,7.0,0,0.1769,0.7429,0.3493
L061,4,counting,CX002,2.0,1,0.4602,0.1755,0.5835
L061,5,number_sense,NX008,6.0,0,0.1741,0.1755,0.3986
L061,6,number_sense,NX009,6.0,0,0.1618,0.1428,0.3855
L061,7,number_sense,NX001,2.0,0,0.3631,0.138,0.5711
L061,8,number_sense,NX001,2.0,1,0.356,0.1373,0.5517
L061,9,addition,AX006,5.0,0,0.4662,0.35,0.417
L061,10,addition,AX005,4.0,1,0.5068,0.1755,0.4523
L061,11,word_problem,WX005,5.0,1,0.5812,0.35,0.4214
L061,12,subtraction,S001,4.0,0,0.2831,0.3535,0.4911
L061,13,subtraction,SX002,4.0,0,0.2977,0.1763,0.4741
L061,14,subtraction,SX007,6.0,0,0.2092,0.1429,0.3608
L061,15,subtraction,SX009,7.0,0,0.2067,0.138,0.3051
L061,16,subtraction,SX007,6.0,0,0.2874,0.1373,0.3399
L061,17,subtraction,S002,6.0,0,0.2667,0.1372,0.3294
L061,18,subtraction,SX002,4.0,0,0.3476,0.1372,0.4125
L061,19,subtraction,SX008,7.0,0,0.2497,0.1372,0.266
L061,20,subtraction,S001,4.0,1,0.3738,0.1372,0.39
L061,21,subtraction,SX007,6.0,0,0.3333,0.4871,0.3174
L061,22,subtraction,SX008,7.0,0,0.3666,0.2134,0.2667
L061,23,subtraction,SX001,3.0,0,0.4812,0.1489,0.4398
L062,0,word_problem,WX009,7.0,0,0.05,0.35,0.3666
L062,1,number_sense,NX001,2.0,1,0.5627,0.35,0.6011
L062,2,subtraction,SX001,3.0,0,0.4824,0.35,0.5655
L062,3,subtraction,SX008,7.0,0,0.3837,0.1755,0.3497
L062,4,word_problem,WX003,4.0,0,0.1352,0.1755,0.4839
L062,5,subtraction,SX009,7.0,0,0.3602,0.1428,0.3239
L062,6,subtraction,SX001,3.0,0,0.557,0.138,0.5064
L062,7,subtraction,S002,6.0,0,0.447,0.1373,0.3432
L062,8,subtraction,SX003,4.0,0,0.5342,0.1372,0.4272
L062,9,subtraction,SX004,5.0,0,0.5303,0.1372,0.365
L062,10,subtraction,S001,4.0,1,0.5754,0.1372,0.4006
L062,11,word_problem,W001,6.0,0,0.13,0.1428,0.3267
L062,12,word_problem,W002,8.0,0,0.0868,0.138,0.2367
L062,13,word_problem,W002,8.0,0,0.05,0.1373,0.2308
L062,14,word_problem,WX005,5.0,0,0.1514,0.1372,0.3472
L062,15,word_problem,WX002,4.0,0,0.2269,0.1372,0.3828
L062,16,word_problem,WX007,6.0,0,0.1812,0.1372,0.2822
L062,17,word_problem,W002,8.0,0,0.1226,0.1372,0.2017
L062,18,word_problem,WX009,7.0,0,0.143,0.1372,0.2311
L062,19,word_problem,W002,8.0,0,0.0946,0.1372,0.1923
L062,20,word_problem,WX005,5.0,0,0.2367,0.1372,0.2979
L062,21,word_problem,WX007,6.0,0,0.2512,0.1372,0.2497
L062,22,word_problem,WX004,5.0,0,0.2885,0.1372,0.2823
L062,23,word_problem,WX004,5.0,0,0.2939,0.1372,0.2745
L063,0,subtraction,SX006,6.0,0,0.2035,0.35,0.4145
L063,1,subtraction,SX005,5.0,1,0.2512,0.1755,0.4499
L063,2,counting,CX003,2.0,1,0.5526,0.35,0.6176
L063,3,addition,A001,3.0,1,0.3081,0.35,0.5819
L063,4,addition,A001,3.0,0,0.4058,0.7429,0.5959
L063,5,number_sense,NX003,3.0,1,0.6592,0.35,0.5759
L063,6,word_problem,WX008,7.0,1,0.3514,0.35,0.3914
L063,7,addition,A001,3.0,1,0.3909,0.3535,0.6103
L063,8,subtraction,SX002,4.0,0,0.2988,0.5505,0.5747
L063,9,subtraction,SX001,3.0,1,0.3349,0.2368,0.6042
L063,10,subtraction,SX007,6.0,0,0.3014,0.6328,0.4684
L063,11,subtraction,SX009,7.0,0,0.2506,0.276,0.403
L063,12,subtraction,SX005,5.0,0,0.3383,0.16,0.4886
L063,13,subtraction,SX009,7.0,0,0.3207,0.1405,0.3738
L063,14,subtraction,S002,6.0,1,0.3571,0.1376,0.4095
L063,15,subtraction,SX009,7.0,1,0.3991,0.4878,0.3808
L063,16,counting,C001,1.0,1,0.6737,0.7429,0.6918
L063,17,number_sense,NX005,4.0,0,0.644,0.7429,0.5613
L063,18,number_sense,NX002,3.0,0,0.7155,0.3535,0.5916
L063,19,number_sense,N001,3.0,1,0.7164,0.1763,0.5717
L063,20,number_sense,N001,3.0,1,0.7501,0.5517,0.5861
L063,21,word_problem,WX007,6.0,1,0.4176,0.7429,0.4503
L063,22,addition,AX009,6.0,1,0.3267,0.7457,0.4692
L063,23,subtraction,SX009,7.0,0,0.4742,0.8335,0.4374
L064,0,number_sense,NX001,2.0,1,0.497,0.35,0.6131
L064,1,counting,CX007,4.0,1,0.5386,0.35,0.5277
L064,2,word_problem,WX005,5.0,1,0.5537,0.35,0.4937
L064,3,number_sense,NX006,5.0,0,0.4699,0.7429,0.5112
L064,4,word_problem,WX002,4.0,0,0.6317,0.7429,0.5438
L064,5,addition,AX006,5.0,1,0.0937,0.35,0.4748
L064,6,subtraction,SX004,5.0,0,0.305,0.35,0.4929
L064,7,subtraction,S002,6.0,0,0.2632,0.1755,0.426
L064,8,subtraction,SX003,4.0,1,0.362,0.1428,0.5115
L064,9,number_sense,NX008,6.0,0,0.4526,0.3535,0.4282
L064,10,number_sense,NX001,2.0,1,0.6292,0.1763,0.6124
L064,11,word_problem,WX006,6.0,1,0.5767,0.3535,0.4268
L064,12,subtraction,SX001,3.0,1,0.4451,0.497,0.596
L064,13,number_sense,NX010,7.0,1,0.5034,0.5517,0.4106
L064,14,counting,C001,1.0,1,0.6911,0.7429,0.7168
L064,15,addition,A003,8.0,0,0.0985,0.7429,0.3912
L064,16,addition,A001,3.0,0,0.2415,0.3535,0.625
L064,17,addition,AX002,3.0,1,0.2601,0.1763,0.6046
L064,18,addition,AX001,2.0,1,0.3783,0.5517,0.6639
L064,19,word_problem,WX007,6.0,1,0.6287,0.7457,0.4803
L064,20,subtraction,SX005,5.0,0,0.469,0.8384,0.5485
L064,21,subtraction,SX009,7.0,1,0.4151,0.4662,0.4294
L064,22,subtraction,SX007,6.0,0,0.5266,0.8215,0.499
L064,23,subtraction,SX002,4.0,1,0.5478,0.4414,0.5818
L065,0,subtraction,SX008,7.0,0,0.3646,0.35,0.3666
L065,1,addition,A002,5.0,0,0.0534,0.35,0.4515
L065,2,subtraction,SX001,3.0,1,0.5712,0.1755,0.5364
L065,3,counting,CX004,3.0,1,0.6023,0.35,0.5523
L065,4,counting,CX001,1.0,0,0.7094,0.7429,0.6626
L065,5,addition,AX006,5.0,1,0.136,0.1755,0.4446
L065,6,number_sense,NX002,3.0,1,0.5346,0.35,0.5639
L065,7,word_problem,WX006,6.0,0,0.05,0.35,0.4287
L065,8,word_problem,WX004,5.0,0,0.0897,0.1755,0.4639
L065,9,word_problem,WX003,4.0,0,0.0989,0.1428,0.4981
L065,10,word_problem,WX007,6.0,0,0.05,0.138,0.3824
L065,11,word_problem,WX003,4.0,0,0.1703,0.1373,0.4678
L065,12,word_problem,W001,6.0,0,0.1155,0.1372,0.3551
L065,13,word_problem,WX002,4.0,0,0.1321,0.1372,0.4396
L065,14,word_problem,WX009,7.0,0,0.05,0.1372,0.2874
L065,15,word_problem,WX007,6.0,0,0.1468,0.1372,0.3217
L065,16,word_problem,WX009,7.0,0,0.0999,0.1372,0.2705
L065,17,word_problem,WX008,7.0,0,0.0672,0.1372,0.2632
L065,18,word_problem,WX008,7.0,0,0.0913,0.1372,0.2562
L065,19,word_problem,WX002,4.0,0,0.2322,0.1372,0.3783
L065,20,word_problem,WX009,7.0,0,0.149,0.1372,0.2399
L065,21,word_problem,WX003,4.0,0,0.2551,0.1372,0.3584
L065,22,word_problem,WX001,3.0,0,0.2794,0.1372,0.3941
L065,23,word_problem,WX001,3.0,0,0.3075,0.1372,0.3811
L066,0,number_sense,NX010,7.0,0,0.05,0.35,0.3666
L066,1,subtraction,SX004,5.0,0,0.4759,0.35,0.4515
L066,2,addition,A003,8.0,1,0.2971,0.35,0.2971
L066,3,number_sense,N001,3.0,0,0.2017,0.1755,0.5605
L066,4,addition,AX007,5.0,1,0.4451,0.7429,0.441
L066,5,number_sense,NX002,3.0,1,0.1692,0.1428,0.5604
L066,6,subtraction,S002,6.0,1,0.4817,0.1755,0.4254
L066,7,counting,CX007,4.0,0,0.2175,0.35,0.5453
L066,8,counting,CX009,5.0,0,0.1547,0.1755,0.4762
L066,9,counting,CX006,4.0,1,0.2077,0.1428,0.5101
L066,10,word_problem,WX002,4.0,0,0.1681,0.35,0.527
L066,11,word_problem,W001,6.0,0,0.1795,0.1755,0.4091
L066,12,word_problem,WX002,4.0,0,0.2449,0.1428,0.4947
L066,13,word_problem,WX002,4.0,0,0.2008,0.138,0.4776
L066,14,word_problem,WX006,6.0,0,0.2049,0.1373,0.3639
L066,15,word_problem,WX004,5.0,0,0.2498,0.1372,0.3996
L066,16,word_problem,WX005,5.0,1,0.2229,0.1372,0.3864
L066,17,word_problem,WX010,8.0,0,0.2114,0.4871,0.2725
L066,18,word_problem,WX005,5.0,0,0.3094,0.2134,0.3976
L066,19,word_problem,WX008,7.0,0,0.2434,0.1489,0.2946
L066,20,word_problem,WX010,8.0,0,0.2384,0.1388,0.2469
L066,21,word_problem,WX006,6.0,0,0.292,0.1374,0.3216
L066,22,word_problem,WX002,4.0,0,0.377,0.1372,0.4042
L066,23,word_problem,WX010,8.0,0,0.2086,0.1372,0.2227
L067,0,addition,AX005,4.0,0,0.1822,0.35,0.5144
L067,1,counting,CX010,6.0,1,0.4855,0.35,0.3974
L067,2,subtraction,S002,6.0,1,0.3065,0.35,0.4175
L067,3,word_problem,WX010,8.0,1,0.4894,0.35,0.3417
L067,4,addition,AX005,4.0,0,0.1809,0.1755,0.56
L067,5,addition,AX009,6.0,0,0.1906,0.1428,0.4405
L067,6,addition,A002,5.0,0,0.1839,0.138,0.4754
L067,7,addition,AX009,6.0,0,0.2026,0.1373,0.4096
L067,8,addition,A002,5.0,0,0.1912,0.1372,0.445
L067,9,addition,AX008,6.0,0,0.1879,0.1372,0.3814
L067,10,addition,AX004,4.0,0,0.2971,0.1372,0.4667
L067,11,addition,AX007,5.0,0,0.2899,0.1372,0.4014
L067,12,addition,AX004,4.0,1,0.2624,0.1372,0.437
L067,13,number_sense,NX004,4.0,1,0.6778,0.35,0.4562
L067,14,addition,A003,8.0,1,0.1919,0.4871,0.2877
L067,15,counting,CX010,6.0,1,0.5082,0.7429,0.4001
L067,16,number_sense,NX010,7.0,1,0.649,0.7429,0.372
L067,17,subtraction,SX008,7.0,0,0.2882,0.7429,0.3925
L067,18,subtraction,SX001,3.0,0,0.424,0.3535,0.5781
L067,19,subtraction,S001,4.0,0,0.4354,0.1763,0.5084
L067,20,subtraction,SX006,6.0,0,0.4033,0.1429,0.3918
L067,21,subtraction,SX005,5.0,0,0.4028,0.138,0.4274
L067,22,subtraction,SX005,5.0,0,0.43,0.1373,0.413
L067,23,subtraction,SX007,6.0,1,0.4167,0.1372,0.3521
L068,0,number_sense,N001,3.0,1,0.5141,0.35,0.5644
L068,1,counting,CX009,5.0,0,0.3947,0.35,0.4791
L068,2,addition,A002,5.0,0,0.3585,0.35,0.4626
L068,3,number_sense,NX001,2.0,0,0.6106,0.7429,0.5964
L068,4,word_problem,WX008,7.0,0,0.05,0.35,0.332
L068,5,counting,CX006,4.0,1,0.4534,0.1755,0.4649
L068,6,addition,A001,3.0,1,0.442,0.1755,0.5336
L068,7,word_problem,WX004,5.0,0,0.1312,0.1755,0.4492
L068,8,word_problem,WX005,5.0,1,0.1368,0.1428,0.4339
L068,9,subtraction,SX005,5.0,0,0.5259,0.35,0.4532
L068,10,subtraction,SX002,4.0,1,0.5865,0.1755,0.4878
L068,11,number_sense,NX002,3.0,0,0.5875,0.3535,0.5556
L068,12,number_sense,N002,7.0,0,0.4476,0.1763,0.3409
L068,13,number_sense,NX007,5.0,1,0.5608,0.1429,0.4247
L068,14,word_problem,WX010,8.0,0,0.0727,0.497,0.304
L068,15,word_problem,WX010,8.0,0,0.0573,0.2167,0.2952
L068,16,word_problem,WX004,5.0,0,0.1701,0.1494,0.4239
L068,17,word_problem,WX008,7.0,0,0.1177,0.1389,0.3169
L068,18,word_problem,WX008,7.0,0,0.1391,0.1374,0.3075
L068,19,word_problem,WX006,6.0,1,0.1838,0.1372,0.3423
L068,20,word_problem,WX008,7.0,0,0.188,0.4871,0.3179
L068,21,word_problem,WX002,4.0,1,0.2845,0.2134,0.4494
L068,22,number_sense,NX009,6.0,0,0.5706,0.4972,0.3705
